City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
428,Dosso,NE,13.049,3.1937,106.09,5,91,8.93,overcast clouds
429,San Joaquin,US,37.9333,-121.3011,57.52,70,100,2.51,overcast clouds
430,Wahiawa,US,21.5028,-158.0236,70.38,77,8,10.96,clear sky
431,Tanout,NE,14.9709,8.8879,104.92,6,53,6.46,broken clouds
432,Tual,ID,-5.6667,132.75,83.61,74,58,6.8,broken clouds
433,Krasnoselkup,RU,65.7,82.4667,4.19,92,32,5.95,scattered clouds
434,Shiyan,CN,32.6475,110.7781,69.4,84,95,3.83,overcast clouds
435,Kruisfontein,ZA,-34.0033,24.7314,63.88,66,80,13.42,broken clouds
436,Itoman,JP,26.1247,127.6694,77.4,94,75,11.5,broken clouds
437,Kovdor,RU,67.5662,30.4758,37.15,93,100,1.66,overcast clouds
438,Opunake,NZ,-39.4556,173.8583,53.85,83,13,2.98,few clouds
439,Iquique,CL,-20.2208,-70.1431,66.24,66,100,8.21,overcast clouds
440,Teguise,ES,29.0605,-13.564,66.42,64,20,8.05,few clouds
441,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.92,80,71,14.09,light rain
442,Bambous Virieux,MU,-20.3428,57.7575,77.25,69,75,12.66,broken clouds
443,Pemba,MZ,-12.974,40.5178,86.7,74,20,12.66,few clouds
444,Nanchang,CN,28.6833,115.8833,73.4,94,95,7.7,overcast clouds
445,Fortuna,US,40.5982,-124.1573,48.92,95,100,5.75,overcast clouds
446,Kalmunai,LK,7.4167,81.8167,82.76,74,72,5.44,broken clouds
447,Arrifes,PT,37.7667,-25.7,61.05,67,20,19.57,few clouds
448,Pedernales,DO,18.0384,-71.744,81.73,58,96,4.05,overcast clouds
449,Mondlo,ZA,-27.983,30.7177,60.73,89,89,10.29,light rain
450,Kigonsera,TZ,-10.8,35.05,67.28,92,100,3.42,light rain
451,Avera,US,33.194,-82.5271,75.25,61,0,6.62,clear sky
452,Thinadhoo,MV,0.5333,72.9333,85.68,70,53,7.76,broken clouds
453,Ellensburg,US,46.9965,-120.5479,52.3,78,100,1.99,overcast clouds
454,Vista Hermosa,MX,19.5167,-99.2167,65.55,55,11,2.48,few clouds
455,Kununurra,AU,-15.7667,128.7333,69.78,83,92,0.0,overcast clouds
456,Teya,RU,60.3778,92.6267,29.35,94,100,10.65,light snow
457,Baghmara,IN,23.795,86.2085,93.78,9,0,7.14,clear sky
458,Chirkey,RU,42.9613,46.9787,65.77,59,1,3.53,clear sky
459,Miramar,US,25.9873,-80.2323,83.01,67,75,16.11,broken clouds
460,Aulla,IT,44.2146,9.9678,62.22,87,90,6.55,light rain
461,Ingham,US,42.6,-84.3833,56.1,66,100,4.61,overcast clouds
462,Scarborough,GB,54.2797,-0.4044,50.94,80,100,5.99,overcast clouds
463,Rawson,AR,-43.3002,-65.1023,58.62,31,92,20.65,overcast clouds
464,Horasan,TR,40.0458,42.1728,65.32,38,30,4.97,scattered clouds
465,Quthing,LS,-30.4,27.7003,55.29,41,0,6.33,clear sky
466,Chicama,PE,-7.8447,-79.1469,59.54,73,100,5.12,overcast clouds
467,Jining,CN,35.405,116.5814,61.03,91,2,7.43,clear sky
468,Najran,SA,17.4924,44.1277,81.25,32,36,5.46,light rain
469,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,93,40,16.11,scattered clouds
470,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,63,5,13.04,clear sky
471,Vargem Alta,BR,-20.6714,-41.0069,72.25,77,90,3.85,light rain
472,Hobyo,SO,5.3505,48.5268,84.51,67,11,12.57,few clouds
473,Alice Springs,AU,-23.7,133.8833,54.95,94,22,0.0,few clouds
474,Pompeia,BR,-22.1086,-50.1717,81.23,53,0,9.86,clear sky
475,Atambua,ID,-9.1061,124.8925,71.19,76,98,3.6,overcast clouds
476,Tavda,RU,58.0425,65.2726,44.94,89,100,1.95,light rain
477,Aqtobe,KZ,50.2797,57.2072,55.49,38,0,4.47,clear sky
478,Myitkyina,MM,25.3833,97.4,77.04,46,4,3.67,clear sky
479,Epinal,FR,48.1833,6.45,54.95,84,99,6.29,light rain
480,Boa Vista,BR,2.8197,-60.6733,87.78,62,75,5.75,broken clouds
481,Port Hardy,CA,50.6996,-127.4199,44.6,93,75,5.75,broken clouds
482,Novyy Nekouz,RU,57.9029,38.07,46.9,89,100,14.47,light rain
483,Kampene,CD,-3.6,26.6667,80.78,66,31,3.36,scattered clouds
484,Biak,ID,-0.9131,122.8766,76.96,86,92,5.26,overcast clouds
485,Istanbul,TR,41.0351,28.9833,69.96,64,0,8.05,clear sky
486,Puerto El Triunfo,SV,13.2833,-88.55,85.84,59,1,4.12,clear sky
487,Yate,GB,51.5407,-2.4184,58.33,55,75,1.99,broken clouds
488,Shelburne,CA,44.0787,-80.2041,57.9,79,100,8.21,overcast clouds
489,Wamba,NG,8.9333,8.6,97.75,31,60,6.64,broken clouds
490,Deputatskiy,RU,69.3,139.9,0.95,99,100,2.3,overcast clouds
491,Camocim,BR,-2.9022,-40.8411,80.82,79,90,11.54,overcast clouds
492,Jinhua,CN,29.1078,119.6547,74.34,92,100,2.66,moderate rain
493,Necochea,AR,-38.5473,-58.7368,63.34,41,1,12.64,clear sky
494,Bucerias,MX,20.75,-105.3333,77.86,44,0,2.57,clear sky
495,Ko Samui,TH,9.5357,99.9357,85.91,70,64,11.18,broken clouds
496,Labuhan,ID,-6.8844,112.2051,79.84,85,98,4.29,overcast clouds
497,Birao,CF,10.2849,22.7882,101.64,19,96,1.16,overcast clouds
498,Safranbolu,TR,41.2508,32.6942,72.36,53,95,5.26,overcast clouds
499,Conde,BR,-7.2597,-34.9075,83.25,68,100,14.76,overcast clouds
500,Asau,RO,46.4333,26.4,63.95,55,55,8.34,broken clouds
501,Namatanai,PG,-3.6667,152.4333,79.32,78,100,4.76,light rain
502,Emerald,AU,-23.5333,148.1667,66.34,94,75,13.8,light rain
503,Lexington,US,37.9887,-84.4777,75.29,68,100,15.9,overcast clouds
504,Vostok,RU,46.4856,135.8833,37.9,80,100,3.74,heavy intensity rain
505,Ossora,RU,59.2353,163.0719,27.25,95,100,15.9,light snow
506,Ilheus,BR,-14.7889,-39.0494,85.01,56,69,9.66,broken clouds
507,Borovskoy,KZ,53.8,64.15,57.96,42,100,6.31,overcast clouds
508,Katsina,NG,12.9894,7.6006,102.83,13,88,7.92,overcast clouds
509,Rampura,IN,30.25,75.2333,89.53,17,75,7.63,broken clouds
510,Mehamn,NO,71.0357,27.8492,31.89,61,99,13.24,light snow
511,Lengshuijiang,CN,27.6881,111.4294,71.08,97,42,3.49,scattered clouds
512,Shelton,US,41.3165,-73.0932,61.07,45,75,8.05,broken clouds
513,Bushehr,IR,28.9684,50.8385,81.28,51,100,21.43,overcast clouds
514,Abha,SA,18.2164,42.5053,66.88,51,24,8.84,few clouds
515,Madimba,TZ,-10.4,40.3333,80.29,83,100,6.89,overcast clouds
516,Zelenoborskiy,RU,66.845,32.3622,36.18,100,100,2.59,overcast clouds
517,Urumqi,CN,43.801,87.6005,43.75,93,100,13.42,light rain
518,Puerto Ayacucho,VE,5.6639,-67.6236,83.14,75,92,3.74,overcast clouds
519,Seydisehir,TR,37.4193,31.8453,69.85,17,38,8.72,scattered clouds
520,Walvis Bay,NA,-22.9575,14.5053,62.1,48,0,11.39,clear sky
521,Onega,RU,63.9061,38.1404,40.98,73,97,4.59,overcast clouds
522,Tanete,ID,-3.9443,119.7848,74.59,94,97,2.68,overcast clouds
523,Portland,US,45.5234,-122.6762,53.83,92,100,5.01,overcast clouds
524,Havre-Saint-Pierre,CA,50.2334,-63.5986,37.81,93,100,13.15,overcast clouds
525,Jinji,CN,23.2281,110.8261,77.9,87,0,3.06,clear sky
526,Saint-Augustin,CA,51.226,-58.6502,40.82,96,97,10.2,overcast clouds
527,Kalabo,ZM,-14.97,22.6814,77.0,57,66,6.33,broken clouds
528,Marmande,FR,44.5,0.1667,67.51,65,37,5.88,scattered clouds
529,Ponta Delgada,PT,37.7333,-25.6667,63.32,67,20,19.57,few clouds
530,Llanes,ES,43.4198,-4.7549,59.97,79,24,10.94,few clouds
531,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,60,20,12.66,few clouds
532,Vestmanna,FO,62.1564,-7.1664,45.52,66,75,16.11,broken clouds
533,Boralday,KZ,43.3578,76.8594,58.86,51,75,6.71,broken clouds
534,Burns Lake,CA,54.2331,-125.7533,35.8,91,82,4.72,broken clouds
535,Yushu,CN,44.8,126.5333,66.33,56,2,27.16,clear sky
536,Biu,NG,10.6129,12.1946,97.54,21,76,7.74,broken clouds
537,Salinopolis,BR,-0.6136,-47.3561,82.99,77,51,10.09,broken clouds
538,Kisangani,CD,0.5167,25.2,83.89,58,45,2.75,scattered clouds
539,Turukhansk,RU,65.8167,87.9833,7.93,92,88,5.59,overcast clouds
540,Havelock,US,34.8791,-76.9013,77.95,71,6,5.99,clear sky
541,Arlit,NE,18.7369,7.3853,104.85,5,0,14.94,clear sky
542,Diffa,NE,13.3154,12.6113,107.2,9,98,6.11,overcast clouds
543,Stephenville,US,32.2207,-98.2023,58.57,82,75,11.5,broken clouds
544,Fort Wayne,US,41.1306,-85.1289,58.14,80,100,8.93,moderate rain
545,Oshkosh,US,44.0247,-88.5426,43.59,66,99,1.99,overcast clouds
546,Ostrovnoy,RU,68.0531,39.5131,34.74,99,100,6.08,overcast clouds
547,Casino,AU,-28.8667,153.05,59.77,93,100,2.75,overcast clouds
548,Along,IN,28.1667,94.7667,65.89,83,86,3.04,overcast clouds
